pipeline,Precision_at_5,nDCG_at_5,MRR,Latency_ms
FAISS_Top-5,0.5842047645294464,0.6486988318342588,0.6697434038946098,17.080171661748377
FAISS_Top-20_MiniLM_Top-5,0.7476655378241012,0.7890611910826077,0.7978619498548531,167.2702849579237
FAISS_Top-20_DeBERTa_Top-5,0.944947662714067,0.9348308727322685,0.9374931284835883,537.6903917597492
